date,log_price,sales_latent,sales
2021-06-01,2.995732273553991,16.129511011903514,10
2021-06-02,2.995732273553991,14.98665367836686,16
2021-06-03,2.995732273553991,14.087139643703578,12
2021-06-04,2.995732273553991,14.22099722058936,14
2021-06-05,2.995732273553991,15.091781702335416,14
2021-06-06,2.995732273553991,16.283342690570038,17
2021-06-07,2.995732273553991,16.87304433947384,19
2021-06-08,2.995732273553991,16.149012575092407,12
2021-06-09,2.995732273553991,14.830232299835503,14
2021-06-10,2.995732273553991,14.183403198310405,23
2021-06-11,2.995732273553991,14.474820984053137,15
2021-06-12,2.995732273553991,15.606752001703454,11
2021-06-13,2.995732273553991,17.24295907160981,13
2021-06-14,2.995732273553991,18.09646516960508,12
2021-06-15,2.995732273553991,17.58476148124451,19
2021-06-16,2.995732273553991,16.019163258969616,18
2021-06-17,2.995732273553991,14.783135735035037,19
2021-06-18,2.995732273553991,14.877424949653028,13
2021-06-19,2.995732273553991,16.48681094052852,19
2021-06-20,2.995732273553991,17.65086863268343,15
2021-06-21,2.995732273553991,18.569546989558702,14
2021-06-22,2.995732273553991,18.256088042168805,18
2021-06-23,2.995732273553991,16.99378267453819,20
2021-06-24,2.995732273553991,15.50350811100188,24
2021-06-25,2.995732273553991,15.745503576140601,14
2021-06-26,2.995732273553991,16.919710799503143,18
2021-06-27,2.995732273553991,18.272592003488942,17
2021-06-28,2.995732273553991,18.545244645739615,19
2021-06-29,2.995732273553991,18.022228257556446,9
2021-06-30,2.995732273553991,16.861017758010473,18
2021-07-01,2.995732273553991,15.708196172990236,16
2021-07-02,2.995732273553991,15.566649213903975,14
2021-07-03,2.995732273553991,16.666195947221976,12
2021-07-04,2.995732273553991,18.393344173114762,8
2021-07-05,2.995732273553991,19.18240514504478,13
2021-07-06,2.995732273553991,18.349341029239664,18
2021-07-07,2.995732273553991,16.664279439253253,11
2021-07-08,2.995732273553991,15.267338044543763,16
2021-07-09,2.995732273553991,15.51584380544499,19
2021-07-10,2.995732273553991,16.84415285395127,13
2021-07-11,2.995732273553991,18.481912692352058,18
2021-07-12,2.995732273553991,19.668050970020523,13
2021-07-13,2.995732273553991,19.162363233490904,17
2021-07-14,2.995732273553991,17.17336770844725,14
2021-07-15,2.995732273553991,16.088793415901335,9
2021-07-16,2.995732273553991,16.385057099389822,15
2021-07-17,2.995732273553991,17.96752002142658,16
2021-07-18,2.995732273553991,19.613306688928017,20
2021-07-19,2.995732273553991,20.901582746821468,25
2021-07-20,2.995732273553991,19.95384705376842,15
2021-07-21,2.995732273553991,18.443585211290937,20
2021-07-22,2.995732273553991,17.02738276583654,15
2021-07-23,2.995732273553991,17.181303598852075,12
